Order ID,Order Date,Region,Product Category,Sales Amount,Quantity Sold,Discount (%),Profit,Profit Margin
dfe37e14,24-04-23,South,Furniture,2789.19,47,17,497.24,18%
4a5d0089,15-10-24,North,Clothing,1382.02,48,23,83.28,6%
32ac247c,07-02-24,West,Electronics,4335.88,17,26,36.35,1%
754a4757,14-11-23,East,Furniture,4428.00,6,32,308.90,7%
aeccf3d8,08-05-23,East,Groceries,3359.75,36,9,1079.60,32%
3c259431,16-10-23,North,Sports,2297.49,38,30,1936.18,84%
ad2ccdb2,06-11-23,East,Sports,3308.75,3,15,932.40,28%
d810bc2b,08-03-23,North,Electronics,4655.71,39,49,1653.86,36%
0cea1700,16-03-23,South,Groceries,4801.55,26,39,1710.05,36%
ce70e661,14-09-24,West,Sports,272.02,8,36,905.37,333%
e4769105,04-05-23,North,Clothing,735.84,37,10,209.17,28%
5408ccd1,12-04-24,South,Clothing,2166.78,17,5,474.14,22%
4acd37a1,27-02-23,West,Groceries,2597.11,37,0,1195.24,46%
11987c1e,25-10-24,South,Sports,2788.66,29,20,177.90,6%
3e3ac509,24-12-23,North,Furniture,1751.16,33,6,1694.57,97%
98cafba2,23-11-23,South,Clothing,2252.15,13,4,1344.04,60%
0bd36a17,20-01-23,West,Electronics,3680.87,39,38,1276.33,35%
919c0d61,02-06-24,East,Electronics,1766.64,41,31,831.08,47%
adde4f42,19-03-24,West,Sports,3196.24,18,36,1196.52,37%
59e8e37e,24-10-23,North,Sports,340.64,30,16,934.44,274%
ed0862f1,14-01-23,South,Groceries,1189.08,20,17,1910.83,161%
b0e8080b,16-10-24,North,Groceries,3373.22,2,14,1866.70,55%
212dc07c,03-09-23,South,Sports,3858.78,12,30,349.19,9%
0b8a5b04,31-01-23,West,Electronics,3434.89,12,1,782.48,23%
d3638a9c,28-04-24,South,Furniture,1994.70,45,34,407.57,20%
fb349af0,17-08-24,South,Groceries,3641.26,41,16,412.94,11%
97333db0,15-04-23,West,Electronics,4632.51,39,7,1767.36,38%
3d68b550,18-06-23,North,Sports,1415.04,27,18,369.10,26%
ff70387f,16-05-23,West,Sports,643.47,40,13,523.01,81%
c61630e0,25-11-23,East,Groceries,3655.48,3,48,935.89,26%
12dae926,02-12-22,West,Clothing,2004.54,18,37,232.41,12%
1b5e2bb8,02-01-23,West,Clothing,362.73,31,47,341.33,94%
8540e3f1,26-12-23,East,Clothing,1447.32,21,4,467.83,32%
8f52bfba,14-09-23,South,Clothing,3038.06,35,16,59.23,2%
0384b50e,21-10-23,South,Sports,4830.40,48,48,1037.77,21%
7bf9f65f,22-01-24,East,Clothing,308.15,26,15,1062.28,345%
75c8e2de,28-10-23,South,Groceries,3486.19,3,47,86.55,2%
2005548d,30-01-24,West,Furniture,1486.51,47,45,1362.38,92%
95ab9de8,07-01-23,West,Clothing,3626.14,4,44,1114.89,31%
a69d0098,14-03-23,North,Clothing,4170.03,45,12,709.28,17%
97f92d04,06-08-23,East,Electronics,743.19,29,14,989.34,133%
0766ca72,04-09-23,West,Furniture,3599.90,31,48,1524.40,42%
6345d181,07-05-23,West,Electronics,792.96,16,42,916.11,116%
1e4b66ed,08-04-24,East,Clothing,2702.84,44,23,709.31,26%
a83b1ca2,19-06-23,North,Clothing,2764.81,27,40,1473.55,53%
ec9e17e2,13-10-23,North,Furniture,1963.56,26,1,1855.20,94%
0e5fa787,25-01-23,North,Furniture,1398.91,30,40,413.51,30%
51216f99,31-08-23,East,Furniture,3521.11,2,26,819.93,23%
1ffabb31,19-12-23,South,Clothing,3162.70,9,46,982.74,31%
40f674c2,05-01-23,East,Furniture,747.92,40,19,1176.34,157%
4c15128f,22-05-23,North,Furniture,3865.07,22,47,1908.52,49%
1d386660,02-06-24,North,Electronics,4585.98,4,33,279.56,6%
8a81f1b1,08-08-23,East,Groceries,3563.22,1,48,1305.68,37%
a1190f34,10-07-23,East,Furniture,187.67,7,43,1388.45,740%
ffaa4580,14-08-23,West,Furniture,276.24,1,10,1922.99,696%
1c725e6c,11-10-23,South,Clothing,485.61,7,35,1541.48,317%
567b6e76,01-09-24,South,Sports,3758.89,45,27,1206.68,32%
50d5a344,01-05-23,East,Furniture,4158.52,30,42,1185.46,29%
f03b80a1,21-09-23,East,Groceries,4200.07,31,26,371.73,9%
89ccf893,15-01-24,South,Clothing,2115.42,12,35,1315.55,62%
356bb03f,31-01-23,West,Sports,2408.68,1,5,458.63,19%
52ea8128,08-03-23,East,Sports,2545.12,33,36,885.13,35%
bb9bc8a0,13-05-23,South,Groceries,4599.32,41,3,517.99,11%
aef3b7bc,25-05-23,East,Sports,596.99,6,9,1880.31,315%
e093e708,10-07-23,West,Clothing,1631.80,39,50,1547.66,95%
22807e1b,11-11-23,West,Furniture,4234.66,48,37,521.13,12%
929374d1,21-11-22,East,Sports,1053.75,47,24,1290.24,122%
ed040cd4,22-08-24,West,Clothing,2376.86,31,16,780.58,33%
0688b2aa,04-08-24,West,Sports,1611.51,40,14,654.32,41%
f3ce3c16,22-09-24,West,Groceries,3759.93,21,50,347.25,9%
e3d42231,19-05-23,North,Groceries,4255.09,17,1,492.53,12%
7c8dc684,02-05-24,West,Furniture,4549.16,38,30,487.19,11%
f0c1f4fb,02-01-23,East,Clothing,4733.54,6,3,990.33,21%
9ed518e1,08-01-23,East,Sports,382.82,41,7,217.19,57%
1212d1e1,26-07-24,South,Electronics,1955.03,11,24,1354.39,69%
66b2f9c6,02-11-23,West,Sports,1857.03,38,22,1991.36,107%
606f84c7,28-03-24,South,Sports,1101.73,45,8,1793.31,163%
bc7cfe61,21-03-23,East,Groceries,1195.87,3,45,322.65,27%
776b0d1a,12-04-23,East,Clothing,198.39,20,28,345.83,174%
38abf34e,19-01-23,East,Clothing,1207.32,28,9,89.39,7%
4acb0ac9,16-01-23,South,Electronics,2481.37,39,47,1256.87,51%
29961cd6,17-02-23,East,Clothing,3240.29,44,24,817.17,25%
8360ac8c,21-04-24,West,Electronics,2320.60,28,23,338.01,15%
54ed2404,23-03-24,North,Furniture,1990.90,31,24,139.38,7%
988516ac,08-03-24,West,Sports,1218.59,16,48,1211.77,99%
24f1c73e,07-08-24,North,Furniture,4476.57,17,21,114.47,3%
3f5e6dbf,06-01-23,North,Groceries,4779.02,11,4,1851.55,39%
c6c60a92,29-08-24,South,Clothing,3492.55,10,35,855.76,25%
8a5348cd,04-05-24,East,Clothing,4663.17,45,5,887.89,19%
e2869734,26-04-24,North,Sports,1027.18,27,36,139.60,14%
2819ba6c,05-08-24,East,Electronics,3364.36,37,14,962.88,29%
a6efc72b,01-02-24,West,Electronics,992.16,34,22,389.01,39%
c5f9ab1e,26-05-24,South,Sports,1037.07,21,45,789.28,76%
278d0ab4,21-10-24,South,Furniture,3820.57,48,17,228.01,6%
73489255,12-09-24,East,Sports,2559.81,46,24,632.30,25%
ad4ef341,06-02-24,East,Furniture,4490.41,30,3,350.26,8%
b044b2c9,12-09-24,East,Sports,2696.45,32,26,297.31,11%
52cb842a,07-03-24,North,Groceries,4128.18,36,29,1747.36,42%
a732ad8d,26-11-22,West,Clothing,2544.69,36,19,469.45,18%
b61fd882,28-08-23,North,Sports,4104.08,13,40,1812.11,44%
a137e128,10-10-24,North,Sports,1931.63,25,7,12.44,1%
845328b6,15-09-24,North,Furniture,3978.73,27,50,891.43,22%
ee96b553,21-11-23,West,Groceries,664.82,15,12,1676.29,252%
702fcb65,29-07-23,West,Sports,4625.64,7,37,1882.22,41%
df5a85fd,31-12-23,East,Furniture,3312.74,9,50,1951.60,59%
cbdc4348,08-12-23,East,Clothing,3386.29,30,22,1619.12,48%
af1aa974,01-08-24,South,Sports,3349.14,5,47,1091.14,33%
8622860a,20-03-23,North,Electronics,4000.15,17,32,1409.19,35%
71243432,11-12-22,South,Furniture,269.55,25,28,937.69,348%
d0e42a07,01-10-24,East,Groceries,4947.24,27,11,524.60,11%
07de6cef,11-10-23,South,Groceries,4011.93,33,3,102.74,3%
ee5b5d04,15-04-24,South,Clothing,1436.90,6,37,1869.13,130%
d5d44f8f,11-08-24,South,Furniture,4593.82,13,13,1202.22,26%
ef5836ae,24-01-24,North,Sports,3809.72,13,12,1356.10,36%
454273c0,11-07-23,East,Clothing,139.19,32,14,169.21,122%
ae54ff2e,05-12-23,North,Furniture,2994.54,21,46,1366.77,46%
51ed6298,31-08-24,West,Groceries,2242.69,4,1,1127.67,50%
ee187fa6,18-01-23,West,Furniture,1386.02,45,39,1462.23,105%
a97a1846,03-07-23,South,Groceries,4977.21,5,17,1052.00,21%
2b4741f4,31-12-22,West,Electronics,4777.28,48,22,1070.83,22%
a991be0c,08-03-23,West,Furniture,3666.05,49,39,260.34,7%
d1049b3a,13-10-24,South,Groceries,4282.38,47,5,934.47,22%
2da2d737,23-04-23,South,Groceries,3682.41,50,11,604.35,16%
9a0b846f,10-05-23,South,Clothing,2740.38,9,20,783.93,29%
f6399697,24-01-24,South,Clothing,639.94,20,48,20.36,3%
7ef7ce20,14-09-23,West,Furniture,1745.98,38,50,183.85,11%
69bc27a8,11-09-24,North,Furniture,1422.95,2,34,1359.83,96%
35020572,19-07-24,South,Clothing,1648.81,1,47,310.08,19%
3248f309,15-11-23,East,Sports,4696.52,40,28,1197.40,25%
912ec77b,02-01-24,West,Electronics,4909.26,32,35,973.54,20%
c20b94db,30-05-24,West,Sports,1098.41,24,35,1464.42,133%
c532bba5,14-02-24,South,Clothing,4774.33,7,43,1856.76,39%
d11a2898,18-09-23,North,Furniture,528.75,38,26,599.40,113%
2b29fdad,07-06-24,West,Clothing,3286.16,43,4,567.18,17%
314ac0cf,12-03-23,North,Furniture,2904.27,8,21,1712.80,59%
0ae3c877,04-12-23,East,Sports,1417.05,35,18,817.05,58%
0fcc16c5,04-12-22,South,Furniture,2818.45,21,13,1341.89,48%
a2f9dcec,18-11-23,South,Sports,4425.85,13,36,1117.84,25%
741a9a78,18-12-23,North,Sports,332.86,47,28,1143.00,343%
4f6f3520,20-04-24,East,Clothing,1456.87,45,39,1362.84,94%
b6f4fadd,01-10-23,East,Clothing,1513.75,17,27,1155.88,76%
aae4a671,21-11-23,West,Furniture,4857.60,44,35,1919.47,40%
f85fe78e,23-02-23,East,Sports,178.40,20,4,515.97,289%
942d0c39,28-07-23,West,Furniture,2620.19,32,12,1735.16,66%
e5610b8c,21-07-23,West,Furniture,3049.00,45,3,219.53,7%
d6ea92b0,11-05-24,West,Clothing,2897.69,5,30,1970.95,68%
1f07611b,05-02-23,South,Electronics,4026.63,30,34,1696.20,42%
de5148b4,04-06-24,West,Clothing,1275.84,44,36,1644.13,129%
9a9afc90,06-05-24,West,Clothing,2707.87,40,30,428.03,16%
7d3c9612,24-11-22,South,Groceries,1166.50,5,11,1433.17,123%
ced5da97,15-01-24,West,Sports,4775.08,35,17,662.76,14%
8f87afd4,10-08-23,West,Groceries,3854.97,19,50,171.22,4%
3b093f8c,23-09-23,South,Electronics,369.74,4,8,1287.88,348%
6a08f193,03-12-22,North,Furniture,3828.61,45,38,1267.76,33%
cdf044a0,25-08-23,East,Clothing,1464.36,16,26,1039.26,71%
d5c42db7,12-08-24,South,Groceries,777.33,36,15,1774.40,228%
0c0583b1,28-08-23,South,Clothing,3428.69,13,8,910.82,27%
fd9a2cf6,06-02-24,East,Electronics,4201.90,19,13,636.10,15%
6400aac2,14-06-24,South,Clothing,1929.59,15,50,138.12,7%
7739f451,15-09-24,North,Furniture,3488.36,42,23,1599.73,46%
23a59dca,27-09-24,South,Furniture,4028.93,5,37,1908.33,47%
d29d561f,15-07-23,West,Electronics,753.75,37,30,1731.65,230%
36728d05,15-07-24,East,Electronics,1624.08,29,39,225.22,14%
c22265be,25-10-23,North,Electronics,4777.61,14,43,1773.70,37%
cf666215,06-12-23,South,Electronics,1501.95,21,9,1256.34,84%
991a6f3f,07-05-23,East,Electronics,3434.77,47,35,1999.47,58%
073975ac,10-04-24,South,Furniture,1910.81,6,25,1316.61,69%
e09a9aa7,23-10-23,South,Furniture,3231.24,46,37,242.21,7%
30c9e9bb,03-10-23,East,Sports,3421.41,19,39,1388.86,41%
35376cfb,11-11-23,South,Furniture,3348.70,24,39,1618.77,48%
f90b1c60,22-04-23,East,Sports,1660.24,21,22,919.25,55%
7cfb7dae,20-05-24,East,Clothing,4221.73,5,40,1555.92,37%
ebcd2313,07-11-23,South,Sports,547.50,43,33,1508.10,275%
7ece7471,06-07-24,West,Sports,2120.95,43,7,1181.39,56%
ede5f98a,01-03-24,South,Sports,1379.11,17,48,324.90,24%
1140bf6e,16-10-23,South,Clothing,3140.79,40,10,476.03,15%
ebab8505,26-09-23,East,Sports,913.07,20,3,1489.00,163%
fa507c56,06-04-24,East,Furniture,3349.46,24,7,1622.69,48%
b19be73a,16-10-24,East,Sports,4809.38,44,44,410.54,9%
9a76f13a,01-02-23,West,Groceries,1552.51,9,35,127.44,8%
84d2fd82,02-05-23,South,Sports,2624.47,17,8,1721.17,66%
bff52efd,06-06-24,North,Sports,3202.79,45,10,685.41,21%
b2a791d2,25-12-23,East,Groceries,4252.82,28,50,1680.32,40%
7d96fe4d,08-04-24,South,Furniture,4425.89,4,50,1418.54,32%
ba75345b,29-12-23,South,Groceries,849.59,33,34,1898.96,224%
8f421305,23-07-24,South,Sports,2237.16,19,33,1809.42,81%
db8428e0,17-07-23,East,Furniture,499.12,1,29,65.57,13%
6f620723,05-04-23,East,Electronics,1770.36,7,34,866.02,49%
2c257ccd,02-10-23,South,Electronics,902.28,8,48,1764.59,196%
25959764,09-10-24,West,Electronics,69.92,26,18,767.68,1098%
7050c2a0,11-06-23,North,Sports,4494.68,19,9,417.66,9%
18726020,14-01-24,West,Clothing,3846.85,30,33,194.23,5%
6cf1ab01,23-04-23,West,Furniture,919.72,10,27,1180.92,128%
f16f28fc,05-03-23,West,Furniture,392.77,49,36,131.38,33%
abcae96d,16-07-24,North,Clothing,1749.15,38,30,63.59,4%
c2d57272,08-02-23,West,Sports,2531.48,32,39,467.77,18%
5aff8bfb,23-05-24,South,Electronics,70.26,42,19,135.67,193%
57162dbb,27-02-23,East,Clothing,3515.97,19,4,750.64,21%
68d0bad8,21-12-23,South,Groceries,1804.44,3,32,10.44,1%
c9c698a4,29-04-23,South,Clothing,3442.59,23,28,1838.40,53%
7d191193,11-12-22,East,Furniture,1779.14,34,5,1460.54,82%
57013cb0,18-04-23,North,Sports,4184.58,10,32,1771.70,42%
45c66155,05-04-24,North,Clothing,3483.26,2,9,1009.28,29%
1f6fdad8,05-01-23,West,Electronics,557.07,15,42,1871.34,336%
dacdba44,19-10-24,North,Clothing,3077.38,19,22,272.75,9%
9766c693,18-12-22,South,Clothing,4663.75,44,12,1642.47,35%
6a00c4db,06-06-23,North,Sports,3793.19,39,3,356.60,9%
cde70ef9,17-11-22,South,Groceries,2127.73,42,3,422.88,20%
7a254a36,31-07-23,West,Groceries,1993.18,43,25,1793.78,90%
24f12075,21-11-23,South,Sports,138.19,45,25,851.34,616%
cf43ab06,08-01-23,East,Sports,1000.55,41,21,162.85,16%
54ec1c9f,15-06-23,West,Furniture,2446.23,39,48,1992.83,81%
300861f6,29-10-23,East,Sports,3631.63,22,18,1867.80,51%
4e2c3986,03-11-23,South,Clothing,4322.62,35,21,782.56,18%
db2247ce,22-12-23,North,Electronics,2889.33,1,9,335.89,12%
20bf945c,03-06-24,West,Electronics,493.05,43,12,673.97,137%
de2d4d3b,31-07-24,East,Clothing,715.71,39,42,1350.36,189%
aaebffd4,31-10-24,East,Clothing,3907.82,37,14,458.09,12%
febca559,19-03-23,South,Sports,1022.93,49,27,1466.92,143%
a2045883,22-04-24,East,Furniture,2603.17,2,23,1312.09,50%
9c2f6304,12-10-24,East,Sports,623.94,29,0,1954.01,313%
f16bc66a,23-07-23,East,Clothing,1511.61,28,42,149.25,10%
75055dd7,27-06-23,West,Electronics,1608.57,8,14,171.69,11%
4d1108d9,16-01-24,West,Groceries,3916.04,46,38,120.10,3%
841c661f,02-07-24,West,Furniture,3286.99,5,38,603.21,18%
d6eb7908,25-03-23,East,Clothing,3457.33,29,44,1503.32,43%
5a277425,08-04-23,South,Furniture,3726.57,23,49,1947.39,52%
abe15762,20-08-24,North,Sports,759.91,36,15,438.13,58%
c96b633d,09-01-24,North,Clothing,105.98,37,0,11.60,11%
9b8e13b3,02-06-24,North,Clothing,3667.37,8,49,1749.27,48%
811a0677,29-08-24,North,Groceries,1850.96,12,7,685.96,37%
9148f38d,26-09-24,North,Sports,3481.37,7,25,1165.10,33%
11cb5971,30-03-23,North,Electronics,3679.16,36,23,317.03,9%
883e8300,20-01-24,South,Sports,784.48,6,23,192.92,25%
4c9fa33d,05-01-24,North,Groceries,757.30,18,32,1718.75,227%
0bfa3034,24-11-23,East,Furniture,4852.17,23,1,1315.46,27%
6e4a0892,16-04-23,South,Groceries,529.82,17,31,1013.64,191%
feb558e1,04-05-23,North,Electronics,3450.67,6,31,961.90,28%
966a535a,26-01-24,East,Furniture,4504.88,38,35,1971.14,44%
6dd98e13,07-09-23,West,Furniture,1965.80,12,6,857.80,44%
a6e31529,14-03-23,South,Electronics,3098.32,38,47,82.86,3%
80058557,24-12-23,East,Clothing,3456.57,10,12,452.79,13%
fa1be594,15-12-23,West,Clothing,4644.04,37,38,1138.32,25%
5684cac7,01-05-24,South,Clothing,2117.15,40,46,1502.64,71%
ebeedeea,01-10-23,North,Clothing,4641.96,4,50,807.52,17%
0871ebfb,30-11-23,East,Electronics,4102.05,24,2,1807.52,44%
8cb9f327,27-01-23,South,Furniture,1046.32,29,37,808.64,77%
f6b90380,23-11-22,South,Sports,1538.47,35,29,37.90,2%
8ddfd2e9,04-10-24,North,Sports,1325.72,31,17,982.59,74%
ec38f63b,22-05-24,North,Clothing,1263.65,44,50,1041.86,82%
be4dfa45,24-02-24,East,Clothing,1990.67,17,37,134.14,7%
0df2035f,28-04-24,East,Electronics,2823.68,50,39,579.95,21%
9de9e575,20-02-23,North,Clothing,654.97,11,25,1557.58,238%
b09568a6,19-06-24,North,Electronics,3811.45,2,26,987.25,26%
4ef99b05,13-11-23,East,Clothing,576.08,44,11,1853.38,322%
5721d276,22-07-24,East,Clothing,3521.91,14,1,1634.57,46%
6e4fa387,21-10-23,West,Groceries,1772.13,40,13,1983.35,112%
a63027cf,23-07-24,South,Furniture,4901.20,33,42,1483.96,30%
c7ead39a,31-07-23,East,Electronics,2371.36,46,43,139.42,6%
a2ed440b,19-04-23,South,Sports,967.89,9,9,673.67,70%
f05fdc21,18-07-23,South,Sports,4864.52,5,12,946.41,19%
babf18cd,01-02-23,South,Furniture,3393.17,24,40,719.90,21%
75451be7,17-11-23,South,Groceries,1660.06,42,18,449.32,27%
76c43906,05-12-22,East,Clothing,3765.72,27,21,1210.06,32%
84aed33a,19-01-24,East,Groceries,2920.40,5,5,1688.09,58%
b4b6056c,24-01-24,West,Electronics,3092.15,1,13,1722.00,56%
6b29c6fd,25-01-24,South,Groceries,278.25,18,32,228.43,82%
8c375f65,30-05-23,North,Electronics,1877.93,40,30,1922.79,102%
d6854898,03-03-24,West,Clothing,405.91,9,35,400.07,99%
0146a49b,09-02-23,South,Sports,3490.64,20,48,921.07,26%
422833c9,21-08-24,North,Groceries,2384.10,48,8,1847.33,77%
da095524,29-09-24,West,Electronics,4453.37,21,33,1868.78,42%
3754370e,15-10-24,West,Sports,3220.41,45,43,649.79,20%
8e590553,16-12-22,East,Electronics,3794.04,42,15,1803.10,48%
cb38440c,26-12-22,North,Sports,2198.92,45,4,364.49,17%
7bbbef50,22-12-23,North,Clothing,2385.95,20,42,562.92,24%
cb751965,04-07-24,West,Groceries,4993.76,10,33,169.92,3%
8c4af19d,25-04-24,East,Furniture,4231.52,1,49,1306.60,31%
3957841a,18-04-24,West,Electronics,405.93,43,43,264.46,65%
4508e5ce,13-07-23,East,Sports,4764.58,22,47,1847.94,39%
79567f80,04-01-23,North,Sports,4071.78,43,48,1190.20,29%
98c19322,05-07-23,East,Electronics,618.70,50,47,1481.16,239%
5.59E+48,09-09-24,East,Sports,2944.44,18,1,1017.59,35%
a032fd4d,25-11-23,North,Clothing,175.49,2,15,1026.82,585%
dd169aeb,27-08-24,South,Groceries,4340.19,38,27,57.89,1%
7185c19c,29-09-23,North,Furniture,3650.43,38,24,466.97,13%
703fa6d6,22-12-22,East,Furniture,527.45,9,15,1637.94,311%
5baa8eff,21-09-24,East,Sports,256.48,3,0,955.82,373%
3a4e61d2,02-05-23,North,Groceries,4109.81,12,27,556.06,14%
d33e68ca,30-11-23,North,Sports,3332.68,44,22,527.33,16%
50b2935c,08-11-23,East,Sports,2262.90,6,47,631.41,28%
3a532d49,07-10-23,West,Clothing,1536.20,12,39,1120.53,73%
09ff1ce3,07-11-24,West,Electronics,1636.80,23,16,956.84,58%
753ba103,28-06-24,North,Furniture,3577.49,11,22,967.07,27%
27227365,29-03-24,East,Furniture,4722.15,18,21,1015.31,22%
1893414f,26-11-22,West,Clothing,651.17,13,28,283.56,44%
c7e939b8,14-11-24,West,Electronics,1015.07,44,28,12.42,1%
32eb3421,13-10-23,West,Furniture,1003.97,45,19,1495.95,149%
6e8e9f38,05-07-23,South,Electronics,165.82,40,10,1058.17,638%
40a6981b,17-05-23,South,Electronics,1819.19,40,36,612.99,34%
6b28c4ef,05-07-23,West,Sports,2468.53,24,36,1381.21,56%
0c139747,10-02-23,North,Furniture,855.10,6,20,195.11,23%
ea6e334d,22-06-24,West,Sports,4177.30,24,36,1539.13,37%
0bb60af9,29-04-24,North,Furniture,2851.59,18,23,734.60,26%
19c89c19,28-05-24,West,Furniture,908.47,45,24,747.39,82%
8b43cdba,31-07-23,North,Electronics,3844.89,35,36,417.33,11%
f4e5baf1,25-03-23,West,Electronics,1009.31,48,19,1463.66,145%
2d8e3945,01-07-24,East,Electronics,1885.48,24,0,720.72,38%
3b49fd5b,01-08-24,North,Groceries,4729.37,4,26,1338.86,28%
a093225e,31-05-23,West,Furniture,1598.44,40,49,175.19,11%
c81ebbf9,25-08-24,East,Furniture,3324.85,27,36,1725.89,52%
34f04c50,01-02-23,North,Furniture,3186.76,41,44,1078.52,34%
72fc9f9a,21-02-24,East,Furniture,3592.07,11,19,941.13,26%
dedfeeb5,10-11-23,South,Sports,4359.73,2,28,1981.21,45%
0d8f1304,23-04-24,North,Furniture,1748.10,48,49,598.10,34%
bb6d9fab,02-06-24,East,Electronics,98.55,39,40,1676.09,1701%
21862293,18-09-23,East,Sports,1654.46,31,34,332.68,20%
a35641b8,29-03-23,North,Sports,600.81,7,48,1760.10,293%
1b2c8d3d,13-07-24,North,Furniture,1290.42,47,0,1024.17,79%
0b9e6fb8,26-07-24,North,Clothing,1520.72,9,7,1906.47,125%
c5f26145,02-06-23,West,Clothing,3910.99,48,20,1065.91,27%
cd83f2ed,16-11-22,South,Sports,1697.08,34,29,1616.70,95%
4c4e43ae,18-10-24,South,Furniture,2229.36,50,4,1247.32,56%
157414f1,07-12-22,North,Groceries,3168.22,41,10,443.60,14%
f0e48faf,24-03-23,North,Groceries,4923.20,39,17,275.07,6%
59b4d0da,15-05-24,South,Groceries,935.99,30,0,516.09,55%
b54e8b4a,18-09-23,North,Groceries,4618.88,21,45,1261.56,27%
36f49330,21-04-23,East,Furniture,2796.87,4,23,96.15,3%
c728d5e4,19-03-23,North,Furniture,2134.47,46,2,1244.08,58%
8a85b0c7,16-01-24,North,Clothing,4927.96,12,26,176.06,4%
494d5c0e,07-07-24,East,Furniture,1328.40,46,16,1197.84,90%
d257d315,08-04-24,West,Clothing,700.11,18,15,551.07,79%
71491b73,01-03-24,South,Sports,1725.42,11,33,1498.04,87%
6548a35d,10-03-23,North,Clothing,4939.00,23,37,441.89,9%
d759ef7b,05-11-24,West,Sports,2233.00,49,10,1074.86,48%
7a27389f,03-11-23,South,Sports,1755.77,22,40,1762.83,100%
ce7d3bfc,02-08-23,West,Furniture,3372.88,49,50,836.22,25%
0a287603,15-06-23,West,Groceries,1048.94,26,23,956.58,91%
39812753,21-12-22,North,Sports,4225.95,7,32,685.06,16%
12c8b31e,14-06-23,East,Electronics,2460.45,3,21,127.37,5%
e5690e5d,01-11-23,East,Clothing,2851.63,13,15,1111.53,39%
1d9104a8,09-09-23,South,Groceries,3984.86,25,49,82.50,2%
86cf1a67,21-12-22,West,Sports,1567.51,42,46,1149.98,73%
c45e2c87,01-06-23,South,Electronics,1519.58,32,47,943.15,62%
8d155c7e,12-06-24,North,Groceries,3211.79,35,34,1372.74,43%
13b217eb,20-01-24,West,Groceries,795.89,34,20,1180.95,148%
d24990e1,20-11-23,North,Groceries,2924.89,4,46,475.85,16%
a396ea44,02-12-22,East,Clothing,3815.34,6,39,414.15,11%
69363f50,31-05-24,South,Electronics,3379.94,5,44,1396.27,41%
68a43219,09-02-23,East,Furniture,2080.29,38,44,1735.64,83%
2e7d83dd,18-02-24,East,Furniture,3094.43,29,13,1881.93,61%
2d0e5aa0,27-10-24,West,Groceries,744.03,37,45,456.90,61%
32141f3b,02-10-23,South,Clothing,2774.49,25,30,262.88,9%
71298f08,30-12-23,North,Sports,367.38,25,14,836.36,228%
45a7f163,06-05-23,North,Sports,807.81,34,13,669.83,83%
9ec77c8d,11-07-24,West,Sports,643.99,7,48,1589.68,247%
9fc636ab,13-02-23,North,Groceries,3504.65,28,0,510.31,15%
d5a8a759,24-06-24,East,Clothing,2959.17,48,22,1347.84,46%
a80c3bcd,30-01-24,West,Groceries,3633.20,35,50,1567.59,43%
4e1fbf6a,02-02-23,East,Sports,1799.63,41,6,1732.68,96%
e8382c91,28-06-24,East,Furniture,1099.07,8,12,801.71,73%
4fa0cd49,13-01-23,South,Groceries,2203.52,47,14,1234.50,56%
138991ed,08-01-23,West,Clothing,729.90,49,40,675.51,93%
1518675f,09-07-24,South,Clothing,1737.43,17,39,616.16,35%
95fc39d3,25-12-22,West,Electronics,776.28,15,11,524.34,68%
31102d25,19-11-22,West,Clothing,4314.86,47,44,1286.41,30%
61645ad5,25-06-24,East,Groceries,3830.05,15,32,709.24,19%
4ce1f219,27-07-24,North,Clothing,3860.38,6,11,86.68,2%
4798478d,23-03-23,East,Sports,2869.32,4,16,1107.93,39%
a0dda16a,05-10-23,North,Electronics,2367.45,45,9,1629.08,69%
beea0e23,02-04-24,West,Electronics,2595.42,46,28,1567.70,60%
3b07a0d2,01-09-23,East,Groceries,622.99,35,39,188.39,30%
787d9354,18-11-22,West,Electronics,4917.74,26,23,960.88,20%
79a578fb,11-08-23,South,Sports,148.64,13,37,558.88,376%
6162aa44,16-03-24,South,Groceries,847.78,18,13,1455.94,172%
56f773ea,16-09-24,North,Sports,2375.76,45,21,938.54,40%
41616769,29-06-23,East,Sports,1687.19,30,45,1489.73,88%
684bddf0,15-01-24,East,Sports,3794.01,37,5,428.89,11%
4a109933,30-10-23,West,Clothing,507.94,39,28,449.37,88%
32d76aa7,03-09-24,South,Groceries,884.10,15,10,1752.52,198%
1eb72025,03-05-24,South,Sports,316.84,1,14,294.18,93%
ff7f80c7,21-08-23,West,Clothing,2189.65,27,11,1317.79,60%
46da8a82,26-07-23,South,Electronics,3034.25,5,34,1521.09,50%
6b3ca766,13-05-23,West,Furniture,2709.68,49,45,1231.31,45%
97cdb8f8,01-04-23,East,Sports,1501.46,17,50,1413.09,94%
218af06e,18-05-24,North,Furniture,4068.96,44,43,18.21,0%
1ca1db04,28-11-23,North,Furniture,4880.32,46,10,1498.43,31%
c8847f13,07-04-23,South,Electronics,221.69,14,13,1644.43,742%
32f325c5,16-10-23,East,Sports,2730.86,19,1,1422.35,52%
5853ab8a,21-04-23,North,Electronics,4584.88,11,39,1652.50,36%
3ebb18fd,12-02-24,North,Furniture,86.93,42,7,114.29,131%
79dbd9ad,15-11-24,South,Electronics,291.25,12,14,1784.84,613%
